S_no,Date,State,TotalSamples,Negative,Positive
3403,7/2/2020,Dadra and Nagar Haveli and Daman and Diu,32834,32157,254
3404,7/3/2020,Dadra and Nagar Haveli and Daman and Diu,33618,32899,304
3405,7/4/2020,Dadra and Nagar Haveli and Daman and Diu,33995,33156,333
3406,7/5/2020,Dadra and Nagar Haveli and Daman and Diu,34179,33341,371
3407,7/6/2020,Dadra and Nagar Haveli and Daman and Diu,34444,33441,398
3408,7/7/2020,Dadra and Nagar Haveli and Daman and Diu,34761,33926,423
3409,7/8/2020,Dadra and Nagar Haveli and Daman and Diu,35234,34176,440
3410,7/9/2020,Dadra and Nagar Haveli and Daman and Diu,35391,34585,454
3411,7/10/2020,Dadra and Nagar Haveli and Daman and Diu,35829,34827,468
3412,7/11/2020,Dadra and Nagar Haveli and Daman and Diu,36166,35279,480
3413,7/12/2020,Dadra and Nagar Haveli and Daman and Diu,36310,35611,495
3414,7/13/2020,Dadra and Nagar Haveli and Daman and Diu,36621,35696,520
3415,7/14/2020,Dadra and Nagar Haveli and Daman and Diu,36905,35963,536
3416,7/15/2020,Dadra and Nagar Haveli and Daman and Diu,37392,36195,552
3417,7/16/2020,Dadra and Nagar Haveli and Daman and Diu,37880,36548,570
3418,7/17/2020,Dadra and Nagar Haveli and Daman and Diu,38176,36898,601
3419,7/18/2020,Dadra and Nagar Haveli and Daman and Diu,38313,37291,646
3420,7/19/2020,Dadra and Nagar Haveli and Daman and Diu,38640,37520,684
3421,7/20/2020,Dadra and Nagar Haveli and Daman and Diu,38880,37789,705
3422,7/21/2020,Dadra and Nagar Haveli and Daman and Diu,39199,38022,733
3423,7/24/2020,Dadra and Nagar Haveli and Daman and Diu,40425,39019,854
3424,7/25/2020,Dadra and Nagar Haveli and Daman and Diu,40881,39431,890
3425,7/26/2020,Dadra and Nagar Haveli and Daman and Diu,41143,39815,940
3426,7/28/2020,Dadra and Nagar Haveli and Daman and Diu,41588,40258,1020
3427,7/29/2020,Dadra and Nagar Haveli and Daman and Diu,41895,40411,1058
3428,7/30/2020,Dadra and Nagar Haveli and Daman and Diu,42148,40564,1093
3429,7/31/2020,Dadra and Nagar Haveli and Daman and Diu,42403,40775,1136
3430,8/1/2020,Dadra and Nagar Haveli and Daman and Diu,42635,40916,1181
3431,8/2/2020,Dadra and Nagar Haveli and Daman and Diu,42718,41132,1232
3432,8/3/2020,Dadra and Nagar Haveli and Daman and Diu,42926,41402,1265
3433,8/4/2020,Dadra and Nagar Haveli and Daman and Diu,43191,41514,1304
3434,8/5/2020,Dadra and Nagar Haveli and Daman and Diu,43478,41781,1368
3435,8/6/2020,Dadra and Nagar Haveli and Daman and Diu,43899,42059,1412
3436,8/7/2020,Dadra and Nagar Haveli and Daman and Diu,44456,42608,1456
3437,8/8/2020,Dadra and Nagar Haveli and Daman and Diu,44777,42805,1505
3438,8/9/2020,Dadra and Nagar Haveli and Daman and Diu,45253,43165,
3439,8/10/2020,Dadra and Nagar Haveli and Daman and Diu,45724,43579,
3440,8/11/2020,Dadra and Nagar Haveli and Daman and Diu,46149,43919,
3441,8/12/2020,Dadra and Nagar Haveli and Daman and Diu,46516,44328,
3442,8/13/2020,Dadra and Nagar Haveli and Daman and Diu,46937,44712,
3443,8/14/2020,Dadra and Nagar Haveli and Daman and Diu,47272,45021,1797
3444,8/15/2020,Dadra and Nagar Haveli and Daman and Diu,47643,45335,1843
3445,8/16/2020,Dadra and Nagar Haveli and Daman and Diu,48212,45676,1878
3446,8/17/2020,Dadra and Nagar Haveli and Daman and Diu,48710,46224,1908
3447,8/18/2020,Dadra and Nagar Haveli and Daman and Diu,49290,46665,1951
3448,8/19/2020,Dadra and Nagar Haveli and Daman and Diu,49879,47184,1995
3449,8/20/2020,Dadra and Nagar Haveli and Daman and Diu,50293,47703,2030
3450,8/21/2020,Dadra and Nagar Haveli and Daman and Diu,50923,48105,2082
3451,8/22/2020,Dadra and Nagar Haveli and Daman and Diu,51285,48524,2120
3452,8/23/2020,Dadra and Nagar Haveli and Daman and Diu,51580,48995,2161
3453,8/24/2020,Dadra and Nagar Haveli and Daman and Diu,51843,49322,2181
3454,8/25/2020,Dadra and Nagar Haveli and Daman and Diu,52160,49538,2203
3455,8/26/2020,Dadra and Nagar Haveli and Daman and Diu,52524,49806,2228
3456,8/27/2020,Dadra and Nagar Haveli and Daman and Diu,52859,50236,2266
3457,8/28/2020,Dadra and Nagar Haveli and Daman and Diu,53227,50539,2290
3458,8/29/2020,Dadra and Nagar Haveli and Daman and Diu,53527,50809,2306
3459,8/30/2020,Dadra and Nagar Haveli and Daman and Diu,53769,51141,2340
3460,8/31/2020,Dadra and Nagar Haveli and Daman and Diu,54194,48426,
3461,9/1/2020,Dadra and Nagar Haveli and Daman and Diu,54566,51761,
3462,9/2/2020,Dadra and Nagar Haveli and Daman and Diu,54964,52110,
3463,9/3/2020,Dadra and Nagar Haveli and Daman and Diu,55345,52449,
3464,9/4/2020,Dadra and Nagar Haveli and Daman and Diu,55688,52795,
3465,9/5/2020,Dadra and Nagar Haveli and Daman and Diu,56008,53134,
3466,9/6/2020,Dadra and Nagar Haveli and Daman and Diu,56174,53396,
3467,9/7/2020,Dadra and Nagar Haveli and Daman and Diu,56476,53554,
3468,9/8/2020,Dadra and Nagar Haveli and Daman and Diu,56839,53816,
3469,9/9/2020,Dadra and Nagar Haveli and Daman and Diu,57220,54125,
3470,9/10/2020,Dadra and Nagar Haveli and Daman and Diu,57587,54482,
3471,9/11/2020,Dadra and Nagar Haveli and Daman and Diu,57888,54827,
3472,9/12/2020,Dadra and Nagar Haveli and Daman and Diu,58336,55096,
3473,9/13/2020,Dadra and Nagar Haveli and Daman and Diu,58530,55531,
3474,9/14/2020,Dadra and Nagar Haveli and Daman and Diu,59154,55686,2763
3475,9/15/2020,Dadra and Nagar Haveli and Daman and Diu,59530,56305,2783
3476,9/16/2020,Dadra and Nagar Haveli and Daman and Diu,59771,56646,2810
3477,9/17/2020,Dadra and Nagar Haveli and Daman and Diu,60237,56905,2831
3478,9/18/2020,Dadra and Nagar Haveli and Daman and Diu,60738,57338,2859
3479,9/19/2020,Dadra and Nagar Haveli and Daman and Diu,61270,57759,2887
3480,9/20/2020,Dadra and Nagar Haveli and Daman and Diu,61482,58254,2924
3481,9/21/2020,Dadra and Nagar Haveli and Daman and Diu,62055,58459,2933
3482,9/23/2020,Dadra and Nagar Haveli and Daman and Diu,63047,59438,2962
3483,9/24/2020,Dadra and Nagar Haveli and Daman and Diu,63512,59995,2977
3484,9/26/2020,Dadra and Nagar Haveli and Daman and Diu,64336,60848,2996
3485,9/27/2020,Dadra and Nagar Haveli and Daman and Diu,64691,61264,3002
3486,9/28/2020,Dadra and Nagar Haveli and Daman and Diu,65134,61618,3012
3487,9/29/2020,Dadra and Nagar Haveli and Daman and Diu,65539,62045,3032
3488,9/30/2020,Dadra and Nagar Haveli and Daman and Diu,65953,62439,3040
3489,10/1/2020,Dadra and Nagar Haveli and Daman and Diu,66337,62840,3054
3490,10/2/2020,Dadra and Nagar Haveli and Daman and Diu,66566,63228,3063
3491,10/3/2020,Dadra and Nagar Haveli and Daman and Diu,67029,63509,3070
3492,10/4/2020,Dadra and Nagar Haveli and Daman and Diu,67272,63873,3087
3493,10/5/2020,Dadra and Nagar Haveli and Daman and Diu,67666,64129,3092
3494,10/6/2020,Dadra and Nagar Haveli and Daman and Diu,68056,64498,3103
3495,10/7/2020,Dadra and Nagar Haveli and Daman and Diu,68466,64888,3120
3496,10/8/2020,Dadra and Nagar Haveli and Daman and Diu,68831,65283,3132
3497,10/9/2020,Dadra and Nagar Haveli and Daman and Diu,69192,65638,3140
3498,10/10/2020,Dadra and Nagar Haveli and Daman and Diu,69529,65980,3152
3499,10/11/2020,Dadra and Nagar Haveli and Daman and Diu,69785,66324,3163
3500,10/13/2020,Dadra and Nagar Haveli and Daman and Diu,70514,66935,3168
3501,10/14/2020,Dadra and Nagar Haveli and Daman and Diu,70815,67297,3171
3502,10/15/2020,Dadra and Nagar Haveli and Daman and Diu,71144,67588,3172
3503,10/16/2020,Dadra and Nagar Haveli and Daman and Diu,71386,67909,3177
3504,10/17/2020,Dadra and Nagar Haveli and Daman and Diu,71664,68164,3180
3505,10/18/2020,Dadra and Nagar Haveli and Daman and Diu,71807,68439,3183
3506,10/19/2020,Dadra and Nagar Haveli and Daman and Diu,72136,68578,3185
3507,10/20/2020,Dadra and Nagar Haveli and Daman and Diu,72410,68894,3194
3508,4/1/2020,Delhi,2621,,
3509,4/7/2020,Delhi,9041,7308,576
3510,4/9/2020,Delhi,9968,8643,720
3511,4/10/2020,Delhi,11061,9662,903
3512,4/11/2020,Delhi,11709,10218,1069
3513,4/12/2020,Delhi,14036,11748,1154
3514,4/13/2020,Delhi,15032,12283,1510
3515,4/14/2020,Delhi,16282,13748,1561
3516,4/15/2020,Delhi,16605,13865,1578
3517,4/16/2020,Delhi,18784,14692,1640
3518,4/17/2020,Delhi,21409,16899,1707
3519,4/18/2020,Delhi,22283,17449,1893
3520,4/19/2020,Delhi,24387,19393,2003
3521,4/20/2020,Delhi,25900,20712,2081
3522,4/21/2020,Delhi,26627,21810,2156
3523,4/22/2020,Delhi,28309,22713,2248
3524,4/23/2020,Delhi,30560,24538,2375
3525,4/24/2020,Delhi,33672,26552,2514
3526,4/25/2020,Delhi,35519,28693,2625
3527,4/26/2020,Delhi,37613,31919,2918
3528,4/27/2020,Delhi,39911,34145,3108
3529,4/28/2020,Delhi,43370,36195,3314
3530,4/29/2020,Delhi,47225,39920,3439
3531,5/2/2020,Delhi,58210,,4122
3532,5/3/2020,Delhi,60246,,4549
3533,5/4/2020,Delhi,64108,,4898
3534,5/5/2020,Delhi,67852,,5104
3535,5/6/2020,Delhi,71934,,5532
3536,5/7/2020,Delhi,77234,,5980
3537,5/8/2020,Delhi,81367,,6318
3538,5/9/2020,Delhi,84226,,6542
3539,5/10/2020,Delhi,93810,,6923
3540,5/11/2020,Delhi,97678,,7233
3541,5/12/2020,Delhi,106109,,7639
3542,5/13/2020,Delhi,113345,,7998
3543,5/14/2020,Delhi,119736,,8470
3544,5/15/2020,Delhi,125189,,8895
3545,5/16/2020,Delhi,130845,,9333
3546,5/17/2020,Delhi,135791,,9755
3547,5/18/2020,Delhi,139727,,10054
3548,5/19/2020,Delhi,145854,,10554
3549,5/20/2020,Delhi,150282,,11088
3550,5/21/2020,Delhi,154385,,11659
3551,5/22/2020,Delhi,160255,,12319
3552,5/23/2020,Delhi,165047,,12910
3553,5/24/2020,Delhi,169873,,13418
3554,5/25/2020,Delhi,174469,,14053
3555,5/26/2020,Delhi,178579,,14465
3556,5/27/2020,Delhi,184362,,15257
3557,5/28/2020,Delhi,191977,,16281
3558,5/29/2020,Delhi,199626,,17386
3559,5/30/2020,Delhi,206739,,18549
3560,5/31/2020,Delhi,212784,,19844
3561,6/1/2020,Delhi,217537,,20834
3562,6/2/2020,Delhi,223607,,22132
3563,6/3/2020,Delhi,230145,,23645
3564,6/4/2020,Delhi,236506,,25004
3565,6/5/2020,Delhi,241693,,26334
3566,6/6/2020,Delhi,246873,,27654
3567,6/7/2020,Delhi,251915,,28936
3568,6/8/2020,Delhi,255615,,29943
3569,6/9/2020,Delhi,261079,,31309
3570,6/10/2020,Delhi,266156,,32810
3571,6/11/2020,Delhi,271516,,34687
3572,6/12/2020,Delhi,277463,,36824
3573,6/13/2020,Delhi,283239,,38958
3574,6/14/2020,Delhi,290592,,41182
3575,6/15/2020,Delhi,296697,,42829
3576,6/16/2020,Delhi,304483,,44688
3577,6/17/2020,Delhi,312576,,47102
3578,6/18/2020,Delhi,321302,,49979
3579,6/19/2020,Delhi,334376,,53116
3580,6/20/2020,Delhi,351909,,56746
3581,6/21/2020,Delhi,370014,,59746
3582,6/22/2020,Delhi,384696,,62655
3583,6/23/2020,Delhi,401648,,66602
3584,6/24/2020,Delhi,420707,,70390
3585,6/25/2020,Delhi,438012,,73780
3586,6/26/2020,Delhi,459156,,77240
3587,6/27/2020,Delhi,478336,,80188
3588,6/28/2020,Delhi,498416,,83077
3589,6/29/2020,Delhi,514573,,85161
3590,6/30/2020,Delhi,531752,,87360
3591,7/1/2020,Delhi,551708,,89802
3592,7/2/2020,Delhi,572530,,92175
3593,7/3/2020,Delhi,596695,,94695
3594,7/4/2020,Delhi,620368,,97200
3595,7/5/2020,Delhi,643504,,99444
3596,7/6/2020,Delhi,657383,,100823
3597,7/7/2020,Delhi,679831,,102831
3598,7/8/2020,Delhi,701859,,104864
3599,7/9/2020,Delhi,724148,,107051
3600,7/10/2020,Delhi,747109,,109140
3601,7/11/2020,Delhi,768617,,110921
3602,7/12/2020,Delhi,789853,,112494
3603,7/13/2020,Delhi,692845,,113740
3604,7/14/2020,Delhi,713908,,115346
3605,7/15/2020,Delhi,736436,,116993
3606,7/16/2020,Delhi,756661,,118645
3607,7/17/2020,Delhi,777125,,120107
3608,7/18/2020,Delhi,798783,,121582
3609,7/19/2020,Delhi,818989,,122793
3610,7/20/2020,Delhi,830459,,123747
3611,7/21/2020,Delhi,851311,,125096
3612,7/22/2020,Delhi,871371,,126323
3613,7/23/2020,Delhi,889597,,127364
3614,7/24/2020,Delhi,908735,,128389
3615,7/25/2020,Delhi,929244,,129531
3616,7/26/2020,Delhi,946777,,130606
3617,7/27/2020,Delhi,958283,,131219
3618,7/28/2020,Delhi,976827,,132275
3619,7/29/2020,Delhi,994219,,133310
3620,7/30/2020,Delhi,1013694,,134403
3621,7/31/2020,Delhi,1032785,,
3622,8/1/2020,Delhi,1050939,,136716
3623,8/2/2020,Delhi,1063669,,137677
3624,8/3/2020,Delhi,1073802,,138482
3625,8/4/2020,Delhi,1083097,,139156
3626,8/5/2020,Delhi,1099882,,140232
3627,8/6/2020,Delhi,1120318,,141531
3628,8/7/2020,Delhi,1143703,,142723
3629,8/8/2020,Delhi,1168295,,144127
3630,8/9/2020,Delhi,1192082,,145427
3631,8/10/2020,Delhi,1204405,,146134
3632,8/11/2020,Delhi,1223845,,
3633,8/12/2020,Delhi,1242739,,
3634,8/13/2020,Delhi,1258095,,
3635,8/14/2020,Delhi,1273140,,
3636,8/15/2020,Delhi,1291411,,151928
3637,8/16/2020,Delhi,1302120,,
3638,8/17/2020,Delhi,1317108,,
3639,8/18/2020,Delhi,1337374,,
3640,8/19/2020,Delhi,1358189,,
3641,8/20/2020,Delhi,1375193,,
3642,8/21/2020,Delhi,1392928,,
3643,8/22/2020,Delhi,1412363,,
3644,8/23/2020,Delhi,1431094,,
3645,8/24/2020,Delhi,1443004,,
3646,8/25/2020,Delhi,1462845,,
3647,8/26/2020,Delhi,1482661,,
3648,8/27/2020,Delhi,1503722,,
3649,8/28/2020,Delhi,1526655,,
3650,8/29/2020,Delhi,1548659,,
3651,8/30/2020,Delhi,1569096,,
3652,8/31/2020,Delhi,1583485,,
3653,9/1/2020,Delhi,1607683,,
3654,9/2/2020,Delhi,1636518,,
3655,9/3/2020,Delhi,1669352,,
3656,9/4/2020,Delhi,1705571,,
3657,9/5/2020,Delhi,1744466,,
3658,9/6/2020,Delhi,1780512,,
3659,9/7/2020,Delhi,1803466,,
3660,9/8/2020,Delhi,1849263,,
3661,9/9/2020,Delhi,1903780,,
3662,9/10/2020,Delhi,1962120,,
3663,9/11/2020,Delhi,2022700,,
3664,9/12/2020,Delhi,2082776,,
3665,9/13/2020,Delhi,2139432,,
3666,9/14/2020,Delhi,2184316,,
3667,9/15/2020,Delhi,2246985,,
3668,9/16/2020,Delhi,2309578,,
3669,9/17/2020,Delhi,2369592,,
3670,9/18/2020,Delhi,2430629,,
3671,9/19/2020,Delhi,2492602,,
3672,9/20/2020,Delhi,2555007,,
3673,9/21/2020,Delhi,2578740,,
3674,9/22/2020,Delhi,2637753,,
3675,9/23/2020,Delhi,2697333,,
3676,9/24/2020,Delhi,2756516,,
3677,9/25/2020,Delhi,2815650,,
3678,9/26/2020,Delhi,2873338,,
3679,9/27/2020,Delhi,2924754,,
3680,9/28/2020,Delhi,2961056,,
3681,9/29/2020,Delhi,3020158,,
3682,9/30/2020,Delhi,3079965,,
3683,10/1/2020,Delhi,3135388,,
3684,10/2/2020,Delhi,3191646,,
3685,10/3/2020,Delhi,3230952,,
3686,10/4/2020,Delhi,3281784,,
3687,10/5/2020,Delhi,3317377,,
3688,10/6/2020,Delhi,3370968,,
3689,10/7/2020,Delhi,3422473,,
3690,10/8/2020,Delhi,3475795,,
3691,10/9/2020,Delhi,3524930,,
3692,10/10/2020,Delhi,3574666,,
3693,10/11/2020,Delhi,3623419,,
3694,10/12/2020,Delhi,3659366,,
3695,10/13/2020,Delhi,3714323,,
3696,10/14/2020,Delhi,3771273,,
3697,10/15/2020,Delhi,3827164,,
3698,10/16/2020,Delhi,3885309,,
3699,10/17/2020,Delhi,3941024,,
3700,10/18/2020,Delhi,3990438,,
3701,10/19/2020,Delhi,4026883,,
3702,10/20/2020,Delhi,4083476,,
3703,10/21/2020,Delhi,4142540,,
3704,10/22/2020,Delhi,4201310,,
3705,10/23/2020,Delhi,4259878,,
3706,10/24/2020,Delhi,4315339,,
3707,10/25/2020,Delhi,4364408,,
3708,10/26/2020,Delhi,4398819,,
3709,10/27/2020,Delhi,4456029,,
3710,10/28/2020,Delhi,4516600,,
3711,10/29/2020,Delhi,4576724,,
3712,10/30/2020,Delhi,4636365,,
3713,10/31/2020,Delhi,4680695,,
3714,11/1/2020,Delhi,4725318,,
3715,11/2/2020,Delhi,4761983,,
3716,11/3/2020,Delhi,4821523,,
3717,11/4/2020,Delhi,4880433,,
3718,11/5/2020,Delhi,4932727,,
3719,11/6/2020,Delhi,4991587,,
3720,11/7/2020,Delhi,5049020,,
3721,11/8/2020,Delhi,5099774,,
3722,11/9/2020,Delhi,5138889,,
3723,11/10/2020,Delhi,5197924,,
3724,11/11/2020,Delhi,5262045,,
3725,11/12/2020,Delhi,5322274,,
3726,11/13/2020,Delhi,5378827,,
3727,11/14/2020,Delhi,5428472,,
3728,11/15/2020,Delhi,5449570,,
3729,11/16/2020,Delhi,5479391,,
3730,11/17/2020,Delhi,5528422,,
3731,11/18/2020,Delhi,5590654,,
3732,11/19/2020,Delhi,5653091,,
3733,11/20/2020,Delhi,5715516,,
3734,11/21/2020,Delhi,5761078,,
3735,11/22/2020,Delhi,5815971,,
3736,11/23/2020,Delhi,5853278,,
3737,11/24/2020,Delhi,5914659,,
3738,11/25/2020,Delhi,5976437,,
3739,11/26/2020,Delhi,6039703,,
3740,11/27/2020,Delhi,6104158,,
3741,11/28/2020,Delhi,6173209,,
3742,11/29/2020,Delhi,6237395,,
3743,11/30/2020,Delhi,6288065,,
3744,12/1/2020,Delhi,6346521,,
3745,12/2/2020,Delhi,6425470,,
3746,12/3/2020,Delhi,6500700,,
3747,12/4/2020,Delhi,6585703,,
3748,12/5/2020,Delhi,6667176,,
3749,12/6/2020,Delhi,6740712,,
